ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c20cba21b86444db58bc0af88e59481,7c20cba21b86444db58bc0af88e59481_2_1,0,57,3,choice_0,"Ensure the core teams are supported with facilities, people, etc.",,Large-Scale Scrum,"In Large-Scale Scrum (LeSS), sites can have multiple teams, and areas can include anywhere from five to ten teams. When multiplied these teams allow a single Product Owner to manage up to a thousand or more team members. What is the main reason of creating such large structures of Scrum?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c20cba21b86444db58bc0af88e59481,7c20cba21b86444db58bc0af88e59481_2_1,0,85,5,choice_1,Expedite the project to deliver the product as fast as possible,,Large-Scale Scrum,"In Large-Scale Scrum (LeSS), sites can have multiple teams, and areas can include anywhere from five to ten teams. When multiplied these teams allow a single Product Owner to manage up to a thousand or more team members. What is the main reason of creating such large structures of Scrum?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c20cba21b86444db58bc0af88e59481,7c20cba21b86444db58bc0af88e59481_2_1,1,400,536,choice_2,Use large solutions to de-scale the organization,,Large-Scale Scrum,"In Large-Scale Scrum (LeSS), sites can have multiple teams, and areas can include anywhere from five to ten teams. When multiplied these teams allow a single Product Owner to manage up to a thousand or more team members. What is the main reason of creating such large structures of Scrum?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_0|choice_2|choice_3|choice_4|choice_5],[Consolidated up-front planning|Frequent documentation|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_0|choice_2|choice_5],[Consolidated up-front planning|Frequent documentation|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_0|choice_4|choice_5],[Consolidated up-front planning|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_2|choice_3],[Frequent documentation|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_2|choice_4|choice_5],[Frequent documentation|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_4|choice_5],[Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,1,[choice_5],[Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,0,15,[choice_0|choice_1|choice_2|choice_3|choice_4|choice_5],[Consolidated up-front planning|Iterative development|Frequent documentation|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_0|choice_2|choice_3],[Consolidated up-front planning|Frequent documentation|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_0|choice_3],[Consolidated up-front planning|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_1|choice_2|choice_3],[Iterative development|Frequent documentation|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_1|choice_3],[Iterative development|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_1|choice_5],[Iterative development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,0,[choice_3|choice_4],[Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,1,[choice_0|choice_1|choice_5],[Consolidated up-front planning|Iterative development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,1,[choice_1|choice_2],[Iterative development|Frequent documentation],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,1,2,[choice_0|choice_2|choice_4],[Consolidated up-front planning|Frequent documentation|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,0,[choice_0|choice_1|choice_2|choice_3|choice_5],[Consolidated up-front planning|Iterative development|Frequent documentation|Emphasized on-time delivery|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,0,[choice_2|choice_5],[Frequent documentation|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,1,[choice_0|choice_1],[Consolidated up-front planning|Iterative development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,3,[choice_2],[Frequent documentation],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,4,[choice_0|choice_1|choice_2|choice_4|choice_5],[Consolidated up-front planning|Iterative development|Frequent documentation|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,2,6,[choice_1|choice_2|choice_3|choice_4|choice_5],[Iterative development|Frequent documentation|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,3,0,[choice_2|choice_4],[Frequent documentation|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,3,0,[choice_3|choice_4|choice_5],[Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,3,2,[choice_0|choice_1|choice_2],[Consolidated up-front planning|Iterative development|Frequent documentation],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,4,0,[choice_1|choice_3|choice_5],[Iterative development|Emphasized on-time delivery|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,5,1,[choice_0|choice_1|choice_3],[Consolidated up-front planning|Iterative development|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,5,1,[choice_0|choice_4],[Consolidated up-front planning|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,5,2,[choice_3],[Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,7,3,[choice_2|choice_3|choice_4],[Frequent documentation|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,8,1,[choice_1|choice_4|choice_5],[Iterative development|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,9,16,[choice_1|choice_2|choice_3|choice_5],[Iterative development|Frequent documentation|Emphasized on-time delivery|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,11,4,[choice_0],[Consolidated up-front planning],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,12,5,[choice_0|choice_3|choice_4],[Consolidated up-front planning|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,12,12,[choice_0|choice_1|choice_2|choice_5],[Consolidated up-front planning|Iterative development|Frequent documentation|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,12,12,[choice_0|choice_2|choice_3|choice_5],[Consolidated up-front planning|Frequent documentation|Emphasized on-time delivery|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,15,5,[choice_0|choice_1|choice_2|choice_3|choice_4],[Consolidated up-front planning|Iterative development|Frequent documentation|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,17,1,[choice_0|choice_1|choice_3|choice_4|choice_5],[Consolidated up-front planning|Iterative development|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,22,6,[choice_1|choice_2|choice_4],[Iterative development|Frequent documentation|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,27,9,[choice_1|choice_4],[Iterative development|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,34,27,[choice_2|choice_3|choice_4|choice_5],[Frequent documentation|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,36,13,[choice_0|choice_1|choice_3|choice_5],[Consolidated up-front planning|Iterative development|Emphasized on-time delivery|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,36,15,[choice_0|choice_2|choice_4|choice_5],[Consolidated up-front planning|Frequent documentation|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,41,4,[choice_4],[Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,54,6,[choice_0|choice_1|choice_4],[Consolidated up-front planning|Iterative development|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,54,8,[choice_1],[Iterative development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,56,10,[choice_1|choice_3|choice_4],[Iterative development|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,56,34,[choice_0|choice_1|choice_2|choice_3],[Consolidated up-front planning|Iterative development|Frequent documentation|Emphasized on-time delivery],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,92,32,[choice_0|choice_3|choice_4|choice_5],[Consolidated up-front planning|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,132,51,[choice_1|choice_2|choice_4|choice_5],[Iterative development|Frequent documentation|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,137,41,[choice_0|choice_2|choice_3|choice_4],[Consolidated up-front planning|Frequent documentation|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,263,52,[choice_0|choice_1|choice_4|choice_5],[Consolidated up-front planning|Iterative development|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,314,57,[choice_1|choice_3|choice_4|choice_5],[Iterative development|Emphasized on-time delivery|Test-driven development|Emphasized tech specs],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,471,73,[choice_0|choice_1|choice_2|choice_4],[Consolidated up-front planning|Iterative development|Frequent documentation|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,0,502,69,[choice_1|choice_2|choice_3|choice_4],[Iterative development|Frequent documentation|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c90856464ee462c983a2c1401bb3014,7c90856464ee462c983a2c1401bb3014_2_1,1,1751,3618,[choice_0|choice_1|choice_3|choice_4],[Consolidated up-front planning|Iterative development|Emphasized on-time delivery|Test-driven development],,Question 2,"According to the lecture, what are the key tenants of Iterative Development (choose 4 of 6)?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c9bc2d115264bff836a1eee748802fc,7c9bc2d115264bff836a1eee748802fc_2_1,0,53,3,choice_0,The Scrum Master should blame team members who are not performing,,Question 1,Which of the following statements is correct for Daily Scrum meeting?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c9bc2d115264bff836a1eee748802fc,7c9bc2d115264bff836a1eee748802fc_2_1,0,244,1,choice_3,No one is allowed to leave the meeting until all problems raised have been solved,,Question 1,Which of the following statements is correct for Daily Scrum meeting?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c9bc2d115264bff836a1eee748802fc,7c9bc2d115264bff836a1eee748802fc_2_1,0,347,6,choice_1,Everyone is expected to stand for the whole time to keep the meeting short,,Question 1,Which of the following statements is correct for Daily Scrum meeting?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7c9bc2d115264bff836a1eee748802fc,7c9bc2d115264bff836a1eee748802fc_2_1,1,1544,2178,choice_2,The meeting should be kept short and well-structured within 15 minutes at maximum,,Question 1,Which of the following statements is correct for Daily Scrum meeting?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7cf25d854b5546b783d9cc08aca53f5e,7cf25d854b5546b783d9cc08aca53f5e_2_1,0,276,3,choice_1,Product Owner,,Question 2,Who ultimately decides when the team has enough work for the Sprint Planning?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7cf25d854b5546b783d9cc08aca53f5e,7cf25d854b5546b783d9cc08aca53f5e_2_1,0,284,9,choice_0,Scrum Master,,Question 2,Who ultimately decides when the team has enough work for the Sprint Planning?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7cf25d854b5546b783d9cc08aca53f5e,7cf25d854b5546b783d9cc08aca53f5e_2_1,0,1168,8,choice_3,"The Product Owner, Scrum Master and the team vote to determine when Backlog is full",,Question 2,Who ultimately decides when the team has enough work for the Sprint Planning?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7cf25d854b5546b783d9cc08aca53f5e,7cf25d854b5546b783d9cc08aca53f5e_2_1,1,557,2265,choice_2,Development Team,,Question 2,Who ultimately decides when the team has enough work for the Sprint Planning?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7e797cdafe01439e8838521db9c4f037,7e797cdafe01439e8838521db9c4f037_2_1,0,18,0,choice_1,Extreme,,Question 1,"According to 12th Annual State of Agile by Verizon, what is the most widely used Agile method?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7e797cdafe01439e8838521db9c4f037,7e797cdafe01439e8838521db9c4f037_2_1,0,75,1,choice_0,Kanban,,Question 1,"According to 12th Annual State of Agile by Verizon, what is the most widely used Agile method?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7e797cdafe01439e8838521db9c4f037,7e797cdafe01439e8838521db9c4f037_2_1,0,507,7,choice_2,Hybrid,,Question 1,"According to 12th Annual State of Agile by Verizon, what is the most widely used Agile method?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7e797cdafe01439e8838521db9c4f037,7e797cdafe01439e8838521db9c4f037_2_1,1,1386,1978,choice_3,Scrum,,Question 1,"According to 12th Annual State of Agile by Verizon, what is the most widely used Agile method?"
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7f24de49e7a247f6a77af5e4408eed37,7f24de49e7a247f6a77af5e4408eed37_2_1,0,3,3,choice_2,Pair Programming,,Scrum Life In the Fast Lane,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7f24de49e7a247f6a77af5e4408eed37,7f24de49e7a247f6a77af5e4408eed37_2_1,0,18,1,choice_1,Burndown Chart,,Scrum Life In the Fast Lane,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7f24de49e7a247f6a77af5e4408eed37,7f24de49e7a247f6a77af5e4408eed37_2_1,0,97,2,choice_0,Kanban,,Scrum Life In the Fast Lane,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@7f24de49e7a247f6a77af5e4408eed37,7f24de49e7a247f6a77af5e4408eed37_2_1,1,481,593,choice_3,Scrumban Board,,Scrum Life In the Fast Lane,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@8160021bebc9471a98c5e8700c59af61,8160021bebc9471a98c5e8700c59af61_2_1,0,7,1,choice_0,Stay aloof from the conflicts arising among team members,,Team Dynamics,"When handling the team dynamics, the Scrum master of an Agile project should _________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@8160021bebc9471a98c5e8700c59af61,8160021bebc9471a98c5e8700c59af61_2_1,0,12,0,choice_2,Encourage an environment of competition and individual career advancement,,Team Dynamics,"When handling the team dynamics, the Scrum master of an Agile project should _________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@8160021bebc9471a98c5e8700c59af61,8160021bebc9471a98c5e8700c59af61_2_1,0,29,0,choice_1,Expect team members to do their work based on their own priorities and objectives,,Team Dynamics,"When handling the team dynamics, the Scrum master of an Agile project should _________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@8160021bebc9471a98c5e8700c59af61,8160021bebc9471a98c5e8700c59af61_2_1,1,552,599,choice_3,Facilitate the project team and keep them on track within appropriate limits,,Team Dynamics,"When handling the team dynamics, the Scrum master of an Agile project should _________."
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,1,0,[choice_0|choice_1|choice_2|choice_4],"[Small, strong, self-directed and cross functional teams|Collaboration and trust|Following a strict plan|Incremental development]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,1,0,[choice_1|choice_2|choice_4],[Collaboration and trust|Following a strict plan|Incremental development],,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,2,0,[choice_4],[Incremental development],,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,2,1,[choice_2],[Following a strict plan],,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,3,0,[choice_0|choice_1|choice_2],"[Small, strong, self-directed and cross functional teams|Collaboration and trust|Following a strict plan]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,3,0,[choice_0|choice_1|choice_3|choice_4],"[Small, strong, self-directed and cross functional teams|Collaboration and trust|Avoiding of documentation|Incremental development]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,4,0,[choice_0|choice_2|choice_4],"[Small, strong, self-directed and cross functional teams|Following a strict plan|Incremental development]",,Question 4,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@83cfe6a0b0c74e138d8e1de6360eb59b,83cfe6a0b0c74e138d8e1de6360eb59b_2_1,0,5,1,[choice_1|choice_3|choice_4],[Collaboration and trust|Avoiding of documentation|Incremental development],,Question 4,
